activity,cid,acvalue
Unspecified,11849153,NULL
Unspecified,53317649,NULL
Unspecified,11849156,NULL
Unspecified,4775,NULL
Unspecified,49855760,10
Unspecified,49855760,NULL
Unspecified,49855952,NULL
Unspecified,49855951,32
Unspecified,49855953,NULL
Unspecified,49855569,50
Unspecified,49855761,32
Unspecified,208908,100
Unspecified,49855758,32
Unspecified,49855759,100
Unspecified,49855950,32
Unspecified,49855949,32
Unspecified,264,2000
Unspecified,4775,2000
Unspecified,419176,360
Unspecified,3121,2000
Unspecified,54580112,100
Unspecified,54580113,100
Unspecified,54582128,59.3
Unspecified,54582129,100
Unspecified,54582130,100
Unspecified,54586962,100
Unspecified,52936689,100
Unspecified,54581136,76.7
Unspecified,54584077,100
Unspecified,54585991,100
Unspecified,52936690,100
Unspecified,54585025,100
Unspecified,54586029,100
Unspecified,54586961,100
Unspecified,54586963,100
Unspecified,54581108,NULL
Unspecified,17920943,NULL
Unspecified,54582171,NULL
Unspecified,54586003,NULL
Unspecified,54580152,NULL
Unspecified,54581109,NULL
Unspecified,54581145,NULL
Unspecified,54582169,NULL
Unspecified,54582170,NULL
Unspecified,54583136,NULL
Unspecified,54583088,NULL
Unspecified,52918057,NULL
Unspecified,54584126,NULL
Unspecified,52918061,NULL
Unspecified,52918058,NULL
Unspecified,54581108,NULL
Unspecified,17920943,NULL
Unspecified,54582171,NULL
Unspecified,54586978,NULL
Unspecified,54581144,NULL
Unspecified,54580127,NULL
Unspecified,54581110,NULL
Unspecified,54586003,NULL
Unspecified,54580152,NULL
Unspecified,54586004,NULL
Unspecified,54580126,NULL
Unspecified,54581106,NULL
Unspecified,54585059,NULL
Unspecified,54586038,NULL
Unspecified,5311,NULL
Unspecified,54581109,NULL
Unspecified,52918060,NULL
Unspecified,54581107,NULL
Unspecified,17931429,NULL
Unspecified,54581146,NULL
Unspecified,54581111,NULL
Unspecified,54582172,NULL
Unspecified,53330931,NULL
Unspecified,54586978,NULL
Unspecified,5311,NULL
Unspecified,54581145,NULL
Unspecified,54586039,NULL
Unspecified,54587017,NULL
Unspecified,54584126,NULL
Unspecified,54582169,NULL
Unspecified,54582170,NULL
Unspecified,54580127,NULL
Unspecified,54581110,NULL
Unspecified,52918059,NULL
Unspecified,54584127,NULL
Unspecified,54583136,NULL
Unspecified,54583088,NULL
Unspecified,54585059,NULL
Unspecified,54586038,NULL
Unspecified,52918061,NULL
Unspecified,52918058,NULL
Unspecified,52918057,NULL
Unspecified,54584126,NULL
Unspecified,52918059,NULL
Unspecified,54580151,NULL
Unspecified,52918057,NULL
Unspecified,54587361,NULL
Unspecified,54582168,NULL
Unspecified,52918060,NULL
Unspecified,52918061,NULL
Unspecified,52918058,NULL
Unspecified,54582168,NULL
Unspecified,52918060,NULL
Unspecified,54583137,NULL
Unspecified,54583137,NULL
Unspecified,54583138,NULL
Unspecified,54581144,NULL
Unspecified,54586004,NULL
Unspecified,54583138,NULL
Unspecified,54582172,NULL
Unspecified,54580151,NULL
Unspecified,52918057,NULL
Unspecified,54580126,NULL
Unspecified,54581106,NULL
Unspecified,54581107,NULL
Unspecified,53330931,NULL
Unspecified,54586039,NULL
Unspecified,54587017,NULL
Unspecified,17931429,NULL
Unspecified,5311,NULL
Unspecified,54581146,NULL
Unspecified,52918059,NULL
Unspecified,54584127,NULL
Unspecified,52918061,NULL
Unspecified,52918058,NULL
Unspecified,54587361,NULL
Unspecified,54581111,NULL
Unspecified,56678965,73
Unspecified,56658395,184
Unspecified,54669819,NULL
Unspecified,54669816,NULL
Unspecified,54757989,NULL
Unspecified,54757896,NULL
Unspecified,45483031,NULL
Unspecified,54669818,NULL
Unspecified,54757990,NULL
Unspecified,54757894,NULL
Unspecified,54757895,NULL
Unspecified,54757893,NULL
Unspecified,54757991,NULL
Unspecified,54757892,NULL
Unspecified,11182214,NULL
Unspecified,135437514,100
Unspecified,1108280,100
Unspecified,56666337,100
Unspecified,136086921,100
Unspecified,135444536,100
Unspecified,56673261,100
Unspecified,135412048,100
Unspecified,135462117,100
Unspecified,135412194,100
Unspecified,136025837,100
Unspecified,136025842,100
Unspecified,136025984,100
Unspecified,135497781,94.3
Unspecified,56659403,100
Unspecified,136025843,100
Unspecified,135407493,100
Unspecified,136086920,100
Unspecified,135928628,100
Unspecified,135449197,100
Unspecified,135441620,100
Unspecified,136025986,100
Unspecified,56673234,100
Unspecified,135473106,100
Unspecified,136086923,100
Unspecified,5311,NULL
Unspecified,52918057,NULL
Unspecified,52918061,NULL
Unspecified,57390847,NULL
Unspecified,11848899,NULL
Unspecified,57390915,NULL
Unspecified,57403167,NULL
Unspecified,57401352,NULL
Unspecified,57401353,NULL
Unspecified,57401414,NULL
Unspecified,57403106,NULL
Unspecified,57403107,NULL
Unspecified,57403166,NULL
Unspecified,57399589,NULL
Unspecified,11848898,NULL
Unspecified,57399654,NULL
Unspecified,56928522,NULL
Unspecified,57399662,NULL
Unspecified,57399663,NULL
Unspecified,57396191,NULL
Unspecified,57396198,NULL
Unspecified,11848949,NULL
Unspecified,57397951,NULL
Unspecified,57397952,NULL
Unspecified,57397953,NULL
Unspecified,57394372,NULL
Unspecified,11848948,NULL
Unspecified,57394435,NULL
Unspecified,57396132,NULL
Unspecified,57396133,NULL
Unspecified,57396190,NULL
Unspecified,57392664,NULL
Unspecified,57392665,NULL
Unspecified,57392715,NULL
Unspecified,57392716,NULL
Unspecified,57392717,NULL
Unspecified,57394371,NULL
Unspecified,5311,NULL
Unspecified,52918057,NULL
Unspecified,52918061,NULL
Unspecified,11848899,NULL
Unspecified,57390915,NULL
Unspecified,57403167,NULL
Unspecified,57401353,NULL
Unspecified,57399589,NULL
Unspecified,11848898,NULL
Unspecified,57399654,NULL
Unspecified,56928522,NULL
Unspecified,57399662,NULL
Unspecified,11848949,NULL
Unspecified,57397953,NULL
Unspecified,11848948,NULL
Unspecified,57396132,NULL
Unspecified,57396190,NULL
Unspecified,57392665,NULL
Unspecified,57394371,NULL
Unspecified,5311,NULL
Unspecified,52918057,NULL
Unspecified,52918061,NULL
Unspecified,57390847,NULL
Unspecified,11848899,NULL
Unspecified,57390915,NULL
Unspecified,57403167,NULL
Unspecified,57401352,NULL
Unspecified,57401353,NULL
Unspecified,57401414,NULL
Unspecified,57403106,NULL
Unspecified,57403107,NULL
Unspecified,57403166,NULL
Unspecified,57399589,NULL
Unspecified,11848898,NULL
Unspecified,57399654,NULL
Unspecified,56928522,NULL
Unspecified,57399662,NULL
Unspecified,57399663,NULL
Unspecified,57396191,NULL
Unspecified,57396198,NULL
Unspecified,11848949,NULL
Unspecified,57397951,NULL
Unspecified,57397952,NULL
Unspecified,57397953,NULL
Unspecified,57394372,NULL
Unspecified,11848948,NULL
Unspecified,57394435,NULL
Unspecified,57396132,NULL
Unspecified,57396133,NULL
Unspecified,57396190,NULL
Unspecified,57392664,NULL
Unspecified,57392665,NULL
Unspecified,57392715,NULL
Unspecified,57392716,NULL
Unspecified,57392717,NULL
Unspecified,57394371,NULL
Unspecified,52952415,50
Unspecified,52952416,50
Unspecified,44253777,50
Unspecified,44253226,NULL
Unspecified,57336560,50
Unspecified,57336559,50
Unspecified,57336569,50
Unspecified,57336572,50
Unspecified,57336556,50
Unspecified,57336560,50
Unspecified,57336559,50
Unspecified,57336569,50
Unspecified,57336572,50
Unspecified,57336556,50
Unspecified,57336562,50
Unspecified,56951447,50
Unspecified,57336568,50
Unspecified,53361475,NULL
Unspecified,53361474,NULL
Unspecified,44253226,NULL
Unspecified,44253226,NULL
Unspecified,135928012,NULL
Unspecified,11182214,NULL
Unspecified,54576744,NULL
Unspecified,54576744,NULL
Unspecified,9856090,NULL
Unspecified,5311,NULL
Unspecified,70684386,NULL
Unspecified,70684387,NULL
Unspecified,70692855,NULL
Unspecified,70696942,NULL
Unspecified,70686540,NULL
Unspecified,70694886,NULL
Unspecified,70694885,NULL
Unspecified,70694887,NULL
Unspecified,5311,NULL
Unspecified,70684386,NULL
Unspecified,70684387,NULL
Unspecified,70694885,NULL
Unspecified,70694887,NULL
Unspecified,70686540,NULL
Unspecified,70694886,NULL
Unspecified,70692855,NULL
Unspecified,70696942,NULL
Unspecified,5311,NULL
Unspecified,70684386,NULL
Unspecified,70684387,NULL
Unspecified,70692855,NULL
Unspecified,70696942,NULL
Unspecified,70694885,NULL
Unspecified,70694887,NULL
Unspecified,70686540,NULL
Unspecified,70694886,NULL
Unspecified,53464575,1
Unspecified,53464704,1
Unspecified,53464707,1
Unspecified,57413557,1
Unspecified,44598536,10
Unspecified,5311,NULL
Unspecified,5311,NULL
Unspecified,71455808,NULL
Unspecified,71455808,NULL
Unspecified,71459490,NULL
Unspecified,71457594,NULL
Unspecified,71455808,NULL
Unspecified,71459490,NULL
Unspecified,71455807,NULL
Unspecified,71459490,NULL
Unspecified,5311,NULL
Unspecified,4261,NULL
Unspecified,5311,NULL
Unspecified,5311,NULL
Unspecified,71455808,NULL
Unspecified,71455808,NULL
Unspecified,71459490,NULL
Unspecified,4261,NULL
Unspecified,71459490,NULL
Unspecified,4261,NULL
Unspecified,4261,NULL
Unspecified,71457594,NULL
Unspecified,71455807,NULL
Unspecified,4261,NULL
Unspecified,71455807,NULL
Unspecified,71457594,NULL
Unspecified,71455807,NULL
Unspecified,71457594,NULL
Unspecified,71455807,NULL
Unspecified,71457594,NULL
Unspecified,24753719,100
Unspecified,135567459,54
Unspecified,71449985,NULL
Unspecified,71449986,NULL
Unspecified,71449987,NULL
Unspecified,71450037,NULL
Unspecified,71451814,NULL
Unspecified,46896338,NULL
Unspecified,71457178,NULL
Unspecified,71460841,NULL
Unspecified,71460843,NULL
Unspecified,71462526,NULL
Unspecified,71462549,NULL
Unspecified,71453632,NULL
Unspecified,71453673,NULL
Unspecified,46896745,NULL
Unspecified,71455399,NULL
Unspecified,71457138,NULL
Unspecified,71457174,NULL
Unspecified,71460842,NULL
Unspecified,71460844,NULL
Unspecified,71462550,NULL
Unspecified,71449983,NULL
Unspecified,57820089,NULL
Unspecified,71450035,NULL
Unspecified,71453674,NULL
Unspecified,71455398,NULL
Unspecified,71455400,NULL
Unspecified,71457137,NULL
Unspecified,71457179,NULL
Unspecified,71459039,NULL
Unspecified,71459040,NULL
Unspecified,71459041,NULL
Unspecified,71459042,NULL
Unspecified,71449984,NULL
Unspecified,71450034,NULL
Unspecified,71450036,NULL
Unspecified,71455360,NULL
Unspecified,71455361,NULL
Unspecified,71455362,NULL
Unspecified,71458999,NULL
Unspecified,71459000,NULL
Unspecified,44481172,NULL
Unspecified,71460839,NULL
Unspecified,59454159,NULL
Unspecified,71460840,NULL
Unspecified,50942502,NULL
Unspecified,71451856,NULL
Unspecified,59454220,NULL
Unspecified,71457175,NULL
Unspecified,71457176,NULL
Unspecified,46896339,NULL
Unspecified,71457177,NULL
Unspecified,71460797,NULL
Unspecified,71460838,NULL
Unspecified,46896338,NULL
Unspecified,71455401,NULL
Unspecified,71455402,NULL
Unspecified,71455403,NULL
Unspecified,71455404,NULL
Unspecified,71455405,NULL
Unspecified,71455164,100
Unspecified,71456966,10
Unspecified,71456964,100
Unspecified,71456965,100
Unspecified,71460639,10
Unspecified,71458828,10
Unspecified,71462354,100
Unspecified,71462355,10
Unspecified,56935695,30
Unspecified,71584425,100
Unspecified,71584427,100
Unspecified,71584554,100
Unspecified,71584674,100
Unspecified,71584557,100
Unspecified,71454149,100
Unspecified,71584428,100
Unspecified,71584553,100
Unspecified,71584552,100
Unspecified,71584675,100
Unspecified,71584424,100
Unspecified,72172,100
Unspecified,71584430,100
Unspecified,71584559,100
Unspecified,71584672,100
Unspecified,71584555,100
Unspecified,71584556,100
Unspecified,71584429,100
Unspecified,71584676,100
Unspecified,71584558,100
Unspecified,71584426,100
Unspecified,71584673,100
Unspecified,71528317,NULL
Unspecified,16095101,NULL
Unspecified,71717959,NULL
Unspecified,71521701,100
Unspecified,71521452,100
Unspecified,71521702,100
Unspecified,71521701,100
Unspecified,71521702,100
Unspecified,71521452,100
Unspecified,10313,33.33
Unspecified,72543937,NULL
Unspecified,72543936,NULL
Unspecified,72544177,NULL
Unspecified,72547525,NULL
Unspecified,72543938,NULL
Unspecified,72544176,NULL
Unspecified,72543940,NULL
Unspecified,72543939,NULL
Unspecified,49855250,NULL
Unspecified,72544182,NULL
Unspecified,72544403,NULL
Unspecified,72547527,NULL
Unspecified,72544181,NULL
Unspecified,72543941,NULL
Unspecified,72544404,NULL
Unspecified,72544179,NULL
Unspecified,72547526,NULL
Unspecified,5311,NULL
Unspecified,72544178,NULL
Unspecified,72544180,NULL
Unspecified,72544405,NULL
Unspecified,72547524,NULL
Unspecified,72696072,64.5
Unspecified,72696203,71.4
Unspecified,72696076,66.6
Unspecified,72696073,118
Unspecified,72698149,73.7
Unspecified,72698003,67.8
Unspecified,446541,NULL
Unspecified,24749070,NULL
Unspecified,73349141,NULL
Unspecified,73352218,NULL
Unspecified,71817870,NULL
Unspecified,16095114,NULL
Unspecified,16095113,NULL
Unspecified,16095112,NULL
Unspecified,16095102,NULL
Unspecified,5311,NULL
Unspecified,16095101,NULL
Unspecified,71817868,NULL
Unspecified,71818989,1000
Unspecified,71818986,1000
Unspecified,71818995,1000
Unspecified,71819129,1000
Unspecified,71818987,1000
Unspecified,71819133,1000
Unspecified,71818855,1000
Unspecified,71819131,1000
Unspecified,71818856,1000
Unspecified,71818854,1000
Unspecified,71818991,1000
Unspecified,72172,1000
Unspecified,71818997,1000
Unspecified,71818993,1000
Unspecified,71770196,2.39
Unspecified,71770318,2.55
Unspecified,71770317,2.17
Unspecified,71770322,2.07
Unspecified,71770557,2.69
Unspecified,71770441,2.69
Unspecified,71770683,2.22
Unspecified,71770437,2.02
Unspecified,71770438,1.96
Unspecified,71770058,2.55
Unspecified,72204666,NULL
Unspecified,72205411,NULL
Unspecified,72205411,NULL
Unspecified,72204662,NULL
Unspecified,5311,NULL
Unspecified,72205411,NULL
Unspecified,72204665,NULL
Unspecified,72204472,NULL
Unspecified,72205411,NULL
Unspecified,72204667,NULL
Unspecified,73350652,NULL
Unspecified,72204664,NULL
Unspecified,72204473,NULL
Unspecified,72204663,NULL
Unspecified,72205411,NULL
Unspecified,73353605,NULL
Unspecified,72205221,NULL
Unspecified,25211776,NULL
Unspecified,23661705,NULL
Unspecified,11255848,NULL
Unspecified,71712446,NULL
Unspecified,23661705,NULL
Unspecified,44440680,NULL
Unspecified,71712595,NULL
Unspecified,71712312,NULL
Unspecified,11348005,NULL
Unspecified,11267357,NULL
Unspecified,11164133,NULL
Unspecified,11359309,NULL
Unspecified,58969042,NULL
Unspecified,58968956,NULL
Unspecified,71712746,NULL
Unspecified,11772176,NULL
Unspecified,58969042,NULL
Unspecified,71712744,NULL
Unspecified,71712747,NULL
Unspecified,71712891,NULL
Unspecified,71712745,NULL
Unspecified,71712746,NULL
Unspecified,71712747,NULL
Unspecified,71712891,NULL
Unspecified,11256805,NULL
Unspecified,71712596,NULL
Unspecified,71712594,NULL
Unspecified,71712745,NULL
Unspecified,11256805,NULL
Unspecified,11255848,NULL
Unspecified,71712447,NULL
Unspecified,71712451,NULL
Unspecified,71712742,NULL
Unspecified,71712446,NULL
Unspecified,71712595,NULL
Unspecified,71712312,NULL
Unspecified,71712313,NULL
Unspecified,11267357,NULL
Unspecified,11164133,NULL
Unspecified,11348005,NULL
Unspecified,71712449,NULL
Unspecified,11371215,NULL
Unspecified,11359309,NULL
Unspecified,11772176,NULL
Unspecified,71712592,NULL
Unspecified,71712743,NULL
Unspecified,71712450,NULL
Unspecified,71712741,NULL
Unspecified,71712315,NULL
Unspecified,71712743,NULL
Unspecified,71712450,NULL
Unspecified,11186460,NULL
Unspecified,71712448,NULL
Unspecified,71712314,NULL
Unspecified,71712741,NULL
Unspecified,11186460,NULL
Unspecified,71712448,NULL
Unspecified,71712597,NULL
Unspecified,71712591,NULL
Unspecified,71712593,NULL
Unspecified,44440680,NULL
Unspecified,71712597,NULL
Unspecified,71712591,NULL
Unspecified,58968983,NULL
Unspecified,71712890,NULL
Unspecified,71712742,NULL
Unspecified,71712593,NULL
Unspecified,58968983,NULL
Unspecified,71712890,NULL
Unspecified,71712313,NULL
Unspecified,58968956,NULL
Unspecified,44440679,NULL
Unspecified,11371215,NULL
Unspecified,71712449,NULL
Unspecified,71712744,NULL
Unspecified,44440681,NULL
Unspecified,11359758,NULL
Unspecified,71712592,NULL
Unspecified,44440679,NULL
Unspecified,44440681,NULL
Unspecified,11359758,NULL
Unspecified,71712315,NULL
Unspecified,71712596,NULL
Unspecified,71712594,NULL
Unspecified,71712314,NULL
Unspecified,71712447,NULL
Unspecified,71712451,NULL
Unspecified,44440675,76.13
Unspecified,71625441,NULL
Unspecified,71625561,NULL
Unspecified,71625440,NULL
Unspecified,71625444,NULL
Unspecified,71625330,NULL
Unspecified,71625559,NULL
Unspecified,71625560,NULL
Unspecified,71625326,NULL
Unspecified,71625325,NULL
Unspecified,71625213,NULL
Unspecified,71625329,NULL
Unspecified,71625445,NULL
Unspecified,71625443,NULL
Unspecified,71625439,NULL
Unspecified,71625331,NULL
Unspecified,71625442,NULL
Unspecified,71625327,NULL
Unspecified,5311,NULL
Unspecified,71625328,NULL
Unspecified,71625562,NULL
Unspecified,71625441,NULL
Unspecified,71625561,NULL
Unspecified,71625440,NULL
Unspecified,71625444,NULL
Unspecified,71625330,NULL
Unspecified,71625559,NULL
Unspecified,71625560,NULL
Unspecified,71625326,NULL
Unspecified,71625325,NULL
Unspecified,71625213,NULL
Unspecified,71625329,NULL
Unspecified,71625445,NULL
Unspecified,71625443,NULL
Unspecified,71625439,NULL
Unspecified,71625331,NULL
Unspecified,71625442,NULL
Unspecified,71625327,NULL
Unspecified,5311,NULL
Unspecified,71625328,NULL
Unspecified,71625562,NULL
Unspecified,71603244,100
Unspecified,71603240,100
Unspecified,71603241,100
Unspecified,4330464,100
Unspecified,71603245,100
Unspecified,73348808,100
Unspecified,71602398,100
Unspecified,71603243,100
Unspecified,71602397,100
Unspecified,49855444,50
Unspecified,58147302,50
Unspecified,49831258,50
Unspecified,58147189,50
Unspecified,58147224,50
Unspecified,49850262,30
Unspecified,49850262,30
Unspecified,71527724,30
Unspecified,10584105,2.5
Unspecified,71476626,2.5
Unspecified,71476625,2.5
Unspecified,10728039,2.5
Unspecified,614947,2.5
Unspecified,10464879,2.5
Unspecified,3611,2.5
Unspecified,71476624,2.5
Unspecified,72163687,2.5
Unspecified,71476627,2.5
Unspecified,11019840,2.5
Unspecified,12542182,2.5
Unspecified,72163688,2.5
Unspecified,71680913,33
Unspecified,5311,NULL
Unspecified,76315120,NULL
Unspecified,76329628,NULL
Unspecified,5222465,NULL
Unspecified,11210533,NULL
Unspecified,73891099,NULL
Unspecified,73055007,NULL
Unspecified,73055009,NULL
Unspecified,73055010,NULL
Unspecified,73054729,NULL
Unspecified,5311,NULL
Unspecified,73055008,NULL
Unspecified,73055011,NULL
Unspecified,73055294,NULL
Unspecified,73055012,NULL
Unspecified,176870,32
Unspecified,58191988,32
Unspecified,58192003,32
Unspecified,58191982,32
Unspecified,58191999,5.01
Unspecified,87618609,5.01
Unspecified,176870,15.8
Unspecified,58191988,15.8
Unspecified,58192003,15.8
Unspecified,58191982,15.8
Unspecified,58191999,NULL
Unspecified,87618609,NULL
Unspecified,58191965,NULL
Unspecified,58191950,NULL
Unspecified,88005144,NULL
Unspecified,88005144,NULL
Unspecified,58191961,NULL
Unspecified,11585178,NULL
Unspecified,11527140,NULL
Unspecified,11505708,NULL
Unspecified,10584105,NULL
Unspecified,11019840,NULL
Unspecified,5311,NULL
Unspecified,10584105,NULL
Unspecified,10584105,NULL
Unspecified,11019840,NULL
Unspecified,5311,NULL
Unspecified,5311,NULL
Unspecified,10584105,NULL
Unspecified,5311,NULL
Unspecified,73774761,5
Unspecified,73776471,5
Unspecified,90656596,100
Unspecified,90656600,100
Unspecified,90656564,100
Unspecified,90656568,100
Unspecified,90656578,100
Unspecified,90656582,100
Unspecified,90656566,100
Unspecified,90656580,100
Unspecified,90656584,100
Unspecified,90656560,100
Unspecified,44593458,100
Unspecified,90656594,100
Unspecified,90656598,100
Unspecified,90656602,100
Unspecified,90656562,100
Unspecified,90656574,100
Unspecified,90656576,100
Unspecified,90656586,100
Unspecified,90656604,100
Unspecified,90656558,100
Unspecified,90656588,100
Unspecified,90656590,100
Unspecified,90656592,100
Unspecified,90656570,100
Unspecified,90656572,100
Unspecified,90675415,200
Unspecified,90675417,200
Unspecified,90675430,124.67
Unspecified,90675420,200
Unspecified,90675429,56.71
Unspecified,90675423,200
Unspecified,90675424,200
Unspecified,90675425,164.61
Unspecified,90675413,66.52
Unspecified,90675421,200
Unspecified,90675426,58.24
Unspecified,90675428,71.02
Unspecified,24744325,NULL
Unspecified,24744325,50
Unspecified,90654946,124
Unspecified,15986417,78.4
Unspecified,42631047,100
Unspecified,90654947,100
Unspecified,5376916,NULL
Unspecified,46226795,NULL
Unspecified,642384,NULL
Unspecified,13735499,NULL
Unspecified,5793932,NULL
Unspecified,13735498,NULL
Unspecified,5372946,NULL
Unspecified,5281220,NULL
Unspecified,13735496,NULL
Unspecified,13319802,NULL
Unspecified,13319806,NULL
Unspecified,118720703,NULL
Unspecified,13196574,NULL
Unspecified,5467625,NULL
Unspecified,13735497,NULL
Unspecified,15555874,NULL
Unspecified,642387,NULL
Unspecified,1798422,NULL
Unspecified,14034813,NULL
Unspecified,25146735,NULL
Unspecified,18823397,NULL
Unspecified,18823476,NULL
Unspecified,13735499,71
Unspecified,5311,NULL
Unspecified,5311,NULL
Unspecified,5311,NULL
Unspecified,118714414,NULL
Unspecified,118714414,NULL
Unspecified,118714414,NULL
Unspecified,5311,NULL
Unspecified,118714414,NULL
Unspecified,5311,NULL
Unspecified,118714414,NULL
Unspecified,5311,NULL
Unspecified,118714414,NULL
Unspecified,5311,NULL
Unspecified,118714414,NULL
Unspecified,118712970,50
Unspecified,118712968,50
Unspecified,91884577,NULL
Unspecified,91884577,NULL
Unspecified,91884577,NULL
Unspecified,118712965,NULL
Unspecified,118712967,NULL
Unspecified,91884577,NULL
Unspecified,118712968,NULL
Unspecified,118712969,NULL
Unspecified,118712970,NULL
Unspecified,118712971,NULL
Unspecified,118712965,NULL
Unspecified,118712967,NULL
Unspecified,91884577,NULL
Unspecified,118712968,NULL
Unspecified,118712969,NULL
Unspecified,118712970,NULL
Unspecified,118712971,NULL
Unspecified,136173089,NULL
Unspecified,118737400,NULL
Unspecified,89001934,10
Unspecified,118734643,NULL
Unspecified,118709095,NULL
Unspecified,5375268,NULL
Unspecified,118709096,NULL
Unspecified,52943925,NULL
Unspecified,12002334,NULL
Unspecified,1747612,NULL
Unspecified,118709094,NULL
Unspecified,2054475,NULL
Unspecified,5705445,NULL
Unspecified,118709093,NULL
Unspecified,118708140,NULL
Unspecified,136173089,50
Unspecified,118712502,NULL
Unspecified,118712503,NULL
Unspecified,5352062,NULL
Unspecified,56663191,NULL
Unspecified,49850262,30
Unspecified,49831258,50
Unspecified,92045024,100
Unspecified,122192005,10
Unspecified,60152596,10
Unspecified,24757913,10
Unspecified,60151224,10
Unspecified,60151225,10
Unspecified,9828788,10
Unspecified,5352062,10
Unspecified,122192004,10
Unspecified,49850262,30
Unspecified,3081361,10
Unspecified,56932477,NULL
Unspecified,56932478,NULL
Unspecified,56837168,NULL
Unspecified,136110961,100
Unspecified,21726402,0.04
Unspecified,71721946,100
Unspecified,71721558,100
Unspecified,102514716,NULL
Unspecified,102514716,NULL
Unspecified,102514716,NULL
Unspecified,5280633,170.4
Unspecified,6474310,500
Unspecified,6474310,143.24
Unspecified,1794427,200
Unspecified,1794427,200
Unspecified,5280633,200
Unspecified,53340666,10
Unspecified,5311,10
Unspecified,122550211,10
Unspecified,5311,NULL
Unspecified,127027171,NULL
Unspecified,127027171,NULL
Unspecified,127028391,NULL
Unspecified,127028391,NULL
Unspecified,5311,NULL
Unspecified,5311,NULL
Unspecified,127027171,NULL
Unspecified,127027171,NULL
Unspecified,127028391,NULL
Unspecified,5311,NULL
Unspecified,127028391,NULL
Unspecified,5311,NULL
Unspecified,127027171,NULL
Unspecified,127028391,NULL
Unspecified,5311,NULL
Unspecified,127027171,NULL
Unspecified,127028391,NULL
Unspecified,3081361,10
Unspecified,127025475,10
Unspecified,127025539,10
Unspecified,127025172,10
Unspecified,127029515,10
Unspecified,127027322,10
Unspecified,127027376,10
Unspecified,127027396,10
Unspecified,127027394,10
Unspecified,127027719,10
Unspecified,127025778,10
Unspecified,127025780,10
Unspecified,127026740,10
Unspecified,127026741,10
Unspecified,127027393,10
Unspecified,127025769,10
Unspecified,127026436,10
Unspecified,127026437,10
Unspecified,127026438,10
Unspecified,127027071,10
Unspecified,127027395,10
Unspecified,127025777,10
Unspecified,127026381,10
Unspecified,969516,187
Unspecified,127029538,495
Unspecified,127029539,188
Unspecified,46881260,347
Unspecified,127026108,786
Unspecified,127026110,122
Unspecified,45276264,5620
Unspecified,127026107,217
Unspecified,127026109,84.2
Unspecified,127035816,2330
Unspecified,127035818,4370
Unspecified,127035820,1660
Unspecified,127037135,2940
Unspecified,12035,3160
Unspecified,127035990,970
Unspecified,9797425,3450
Unspecified,10403253,3440
Unspecified,127035854,3740
Unspecified,127035988,2680
Unspecified,127035989,290
Unspecified,127034811,5960
Unspecified,127035817,2190
Unspecified,127035819,4260
Unspecified,127035991,450
Unspecified,127035993,3460
Unspecified,127037004,3200
Unspecified,127039340,NULL
Unspecified,5280953,10
Unspecified,5173,NULL
Unspecified,127041696,NULL
Unspecified,5311,NULL
Unspecified,5173,NULL
Unspecified,2746,NULL
Unspecified,5311,NULL
Unspecified,2746,NULL
Unspecified,127041696,NULL
Unspecified,444732,NULL
Unspecified,137058919,NULL
Unspecified,137058916,NULL
Unspecified,137058910,NULL
Unspecified,137058924,NULL
Unspecified,137058922,NULL
Unspecified,137058926,NULL
Unspecified,137058920,NULL
Unspecified,137002974,NULL
Unspecified,137058925,NULL
Unspecified,239512,NULL
Unspecified,137058913,NULL
Unspecified,137058918,NULL
Unspecified,137058908,NULL
Unspecified,137058909,NULL
Unspecified,137105573,NULL
Unspecified,137058917,NULL
Unspecified,5311,NULL
Unspecified,137058927,NULL
Unspecified,137058921,NULL
Unspecified,137058911,NULL
Unspecified,6675804,30
Unspecified,22478957,50
Unspecified,4261,NULL
Unspecified,12136798,NULL
Unspecified,22478957,NULL
Unspecified,4261,NULL
Unspecified,12136798,NULL
Unspecified,4261,NULL
Unspecified,12136798,NULL
Unspecified,22478957,NULL
Unspecified,22478957,NULL
Unspecified,4261,NULL
Unspecified,12136798,NULL
Unspecified,22478957,NULL
Unspecified,24944930,NULL
Unspecified,25032253,NULL
Unspecified,24756910,NULL
Unspecified,24816430,NULL
Unspecified,134139863,1
Unspecified,134143079,1
Unspecified,24756910,NULL
Unspecified,57721203,0.1
Unspecified,24900713,0.1
Unspecified,25070515,0.1
Unspecified,25070838,0.1
Unspecified,57721315,0.1
Unspecified,24900835,0.1
Unspecified,25070192,10
Unspecified,134155646,0.1
Unspecified,25227318,0.1
Unspecified,135948797,0.1
Unspecified,24944932,10
Unspecified,24856900,0.1
Unspecified,25226957,0.1
Unspecified,25070512,0.1
Unspecified,24936927,10
Unspecified,57721309,0.1
Unspecified,24856659,10
Unspecified,24944763,0.1
Unspecified,25070510,0.1
Unspecified,24945020,0.1
Unspecified,135948796,0.1
Unspecified,57721258,0.1
Unspecified,24756907,0.1
Unspecified,25225823,10
Unspecified,25062453,0.1
Unspecified,24900376,10
Unspecified,57721216,10
Unspecified,57721303,0.1
Unspecified,25069554,10
Unspecified,24945015,10
Unspecified,24900511,10
Unspecified,57721299,10
Unspecified,24901025,0.1
Unspecified,24900578,0.1
Unspecified,25070837,10
Unspecified,25074270,0.1
